ID,City,Date,Season,MatchNumber,Team1,Team2,Venue,TossWinner,TossDecision,SuperOver,WinningTeam,WonBy,Margin,method,Player_of_Match,Team1Players,Team2Players,Umpire1,Umpire2
1254081,Delhi,29-04-2021,2021,24,Rajasthan Royals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,N,Mumbai Indians,Wickets,7,NA,Q de Kock,"['JC Buttler', 'YBK Jaiswal', 'SV Samson', 'S Dube', 'DA Miller', 'R Parag', 'R Tewatia', 'CH Morris', 'JD Unadkat', 'C Sakariya', 'Mustafizur Rahman']","['RG Sharma', 'Q de Kock', 'SA Yadav', 'KH Pandya', 'KA Pollard', 'HH Pandya', 'NM Coulter-Nile', 'J Yadav', 'RD Chahar', 'JJ Bumrah', 'TA Boult']",CB Gaffaney,KN Ananthapadmanabhan
1254080,Delhi,28-04-2021,2021,23,Sunrisers Hyderabad,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,bat,N,Chennai Super Kings,Wickets,7,NA,RD Gaikwad,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'KS Williamson', 'KM Jadhav', 'Rashid Khan', 'V Shankar', 'J Suchith', 'S Kaul', 'KK Ahmed', 'Sandeep Sharma']","['RD Gaikwad', 'F du Plessis', 'MM Ali', 'RA Jadeja', 'SK Raina', 'AT Rayudu', 'MS Dhoni', 'SM Curran', 'SN Thakur', 'DL Chahar', 'L Ngidi']",C Shamshuddin,CK Nandan
1254079,Ahmedabad,27-04-2021,2021,22,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,N,Royal Challengers Bangalore,Runs,1,NA,AB de Villiers,"['V Kohli', 'D Padikkal', 'RM Patidar', 'GJ Maxwell', 'AB de Villiers', 'Washington Sundar', 'DR Sams', 'KA Jamieson', 'HV Patel', 'Mohammed Siraj', 'YS Chahal']","['PP Shaw', 'S Dhawan', 'SPD Smith', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'K Rabada', 'Avesh Khan', 'A Mishra', 'I Sharma']",S Ravi,VK Sharma
1254078,Ahmedabad,26-04-2021,2021,21,Punjab Kings,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,5,NA,EJG Morgan,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'DJ Hooda', 'N Pooran', 'MC Henriques', 'M Shahrukh Khan', 'CJ Jordan', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']","['Shubman Gill', 'N Rana', 'RA Tripathi', 'SP Narine', 'EJG Morgan', 'AD Russell', 'KD Karthik', 'PJ Cummins', 'Shivam Mavi', 'CV Varun', 'M Prasidh Krishna']",PR Reiffel,YC Barde
1254077,Chennai,25-04-2021,2021,20,Delhi Capitals,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,bat,Y,Delhi Capitals,SuperOver,NA,NA,PP Shaw,"['PP Shaw', 'S Dhawan', 'RR Pant', 'SPD Smith', 'SO Hetmyer', 'MP Stoinis', 'AR Patel', 'R Ashwin', 'K Rabada', 'Avesh Khan', 'A Mishra']","['DA Warner', 'JM Bairstow', 'KS Williamson', 'Virat Singh', 'KM Jadhav', 'Abhishek Sharma', 'Rashid Khan', 'V Shankar', 'J Suchith', 'S Kaul', 'KK Ahmed']",CB Gaffaney,KN Ananthapadmanabhan
1254076,Mumbai,25-04-2021,2021,19,Chennai Super Kings,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,N,Chennai Super Kings,Runs,69,NA,RA Jadeja,"['RD Gaikwad', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'RA Jadeja', 'MS Dhoni', 'DJ Bravo', 'SM Curran', 'SN Thakur', 'DL Chahar', 'Imran Tahir']","['V Kohli', 'D Padikkal', 'Washington Sundar', 'GJ Maxwell', 'AB de Villiers', 'DT Christian', 'KA Jamieson', 'HV Patel', 'Navdeep Saini', 'YS Chahal', 'Mohammed Siraj']",AK Chaudhary,VK Sharma
1254075,Mumbai,24-04-2021,2021,18,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,N,Rajasthan Royals,Wickets,6,NA,CH Morris,"['N Rana', 'Shubman Gill', 'RA Tripathi', 'SP Narine', 'EJG Morgan', 'KD Karthik', 'AD Russell', 'PJ Cummins', 'Shivam Mavi', 'M Prasidh Krishna', 'CV Varun']","['JC Buttler', 'YBK Jaiswal', 'SV Samson', 'S Dube', 'R Tewatia', 'DA Miller', 'R Parag', 'CH Morris', 'JD Unadkat', 'C Sakariya', 'Mustafizur Rahman']",Navdeep Singh,S Ravi
1254074,Chennai,23-04-2021,2021,17,Mumbai Indians,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,field,N,Punjab Kings,Wickets,9,NA,KL Rahul,"['Q de Kock', 'RG Sharma', 'Ishan Kishan', 'SA Yadav', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'J Yadav', 'RD Chahar', 'JJ Bumrah', 'TA Boult']","['KL Rahul', 'MA Agarwal', 'CH Gayle', 'DJ Hooda', 'N Pooran', 'MC Henriques', 'M Shahrukh Khan', 'FA Allen', 'Mohammed Shami', 'Ravi Bishnoi', 'Arshdeep Singh']",C Shamshuddin,Nitin Menon
1254073,Mumbai,22-04-2021,2021,16,Rajasthan Royals,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,10,NA,D Padikkal,"['JC Buttler', 'M Vohra', 'SV Samson', 'DA Miller', 'S Dube', 'R Parag', 'R Tewatia', 'CH Morris', 'S Gopal', 'C Sakariya', 'Mustafizur Rahman']","['V Kohli', 'D Padikkal', 'GJ Maxwell', 'AB de Villiers', 'Washington Sundar', 'KA Jamieson', 'Shahbaz Ahmed', 'HV Patel', 'Mohammed Siraj', 'KW Richardson', 'YS Chahal']",J Madanagopal,S Ravi
1254072,Mumbai,21-04-2021,2021,15,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,N,Chennai Super Kings,Runs,18,NA,F du Plessis,"['RD Gaikwad', 'F du Plessis', 'MM Ali', 'MS Dhoni', 'RA Jadeja', 'SK Raina', 'AT Rayudu', 'SM Curran', 'SN Thakur', 'DL Chahar', 'L Ngidi']","['N Rana', 'Shubman Gill', 'RA Tripathi', 'EJG Morgan', 'SP Narine', 'KD Karthik', 'AD Russell', 'PJ Cummins', 'KL Nagarkoti', 'CV Varun', 'M Prasidh Krishna']",AY Dandekar,PR Reiffel
1254071,Chennai,21-04-2021,2021,14,Punjab Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,bat,N,Sunrisers Hyderabad,Wickets,9,NA,JM Bairstow,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'DJ Hooda', 'MC Henriques', 'M Shahrukh Khan', 'FA Allen', 'M Ashwin', 'Mohammed Shami', 'Arshdeep Singh']","['DA Warner', 'JM Bairstow', 'KS Williamson', 'Virat Singh', 'KM Jadhav', 'V Shankar', 'Abhishek Sharma', 'Rashid Khan', 'B Kumar', 'S Kaul', 'KK Ahmed']",K Srinivasan,Nitin Menon
1254070,Chennai,20-04-2021,2021,13,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,bat,N,Delhi Capitals,Wickets,6,NA,A Mishra,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'HH Pandya', 'KH Pandya', 'KA Pollard', 'J Yadav', 'RD Chahar', 'JJ Bumrah', 'TA Boult']","['PP Shaw', 'S Dhawan', 'SPD Smith', 'Lalit Yadav', 'RR Pant', 'SO Hetmyer', 'MP Stoinis', 'R Ashwin', 'K Rabada', 'Avesh Khan', 'A Mishra']",C Shamshuddin,CB Gaffaney
1254069,Mumbai,19-04-2021,2021,12,Chennai Super Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,N,Chennai Super Kings,Runs,45,NA,MM Ali,"['RD Gaikwad', 'F du Plessis', 'MM Ali', 'SK Raina', 'AT Rayudu', 'RA Jadeja', 'MS Dhoni', 'SM Curran', 'DJ Bravo', 'SN Thakur', 'DL Chahar']","['JC Buttler', 'M Vohra', 'SV Samson', 'S Dube', 'DA Miller', 'R Parag', 'R Tewatia', 'CH Morris', 'JD Unadkat', 'C Sakariya', 'Mustafizur Rahman']",PR Reiffel,VK Sharma
1254068,Mumbai,18-04-2021,2021,11,Punjab Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,N,Delhi Capitals,Wickets,6,NA,S Dhawan,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'DJ Hooda', 'N Pooran', 'M Shahrukh Khan', 'Jalaj S Saxena', 'JA Richardson', 'Mohammed Shami', 'RP Meredith', 'Arshdeep Singh']","['PP Shaw', 'S Dhawan', 'SPD Smith', 'RR Pant', 'MP Stoinis', 'Lalit Yadav', 'LI Meriwala', 'CR Woakes', 'R Ashwin', 'K Rabada', 'Avesh Khan']",AK Chaudhary,PR Reiffel
1254067,Chennai,18-04-2021,2021,10,Royal Challengers Bangalore,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,bat,N,Royal Challengers Bangalore,Runs,38,NA,AB de Villiers,"['V Kohli', 'D Padikkal', 'RM Patidar', 'GJ Maxwell', 'AB de Villiers', 'KA Jamieson', 'Washington Sundar', 'Shahbaz Ahmed', 'HV Patel', 'Mohammed Siraj', 'YS Chahal']","['N Rana', 'Shubman Gill', 'RA Tripathi', 'EJG Morgan', 'KD Karthik', 'Shakib Al Hasan', 'AD Russell', 'PJ Cummins', 'Harbhajan Singh', 'CV Varun', 'M Prasidh Krishna']",C Shamshuddin,Nitin Menon
1254066,Chennai,17-04-2021,2021,9,Mumbai Indians,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,bat,N,Mumbai Indians,Runs,13,NA,KA Pollard,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'AF Milne', 'RD Chahar', 'JJ Bumrah', 'TA Boult']","['DA Warner', 'JM Bairstow', 'MK Pandey', 'Virat Singh', 'V Shankar', 'Abhishek Sharma', 'Abdul Samad', 'Rashid Khan', 'B Kumar', 'Mujeeb Ur Rahman', 'KK Ahmed']",CB Gaffaney,K Srinivasan
1254065,Mumbai,16-04-2021,2021,8,Punjab Kings,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,N,Chennai Super Kings,Wickets,6,NA,DL Chahar,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'DJ Hooda', 'N Pooran', 'M Shahrukh Khan', 'JA Richardson', 'M Ashwin', 'Mohammed Shami', 'RP Meredith', 'Arshdeep Singh']","['RD Gaikwad', 'F du Plessis', 'MM Ali', 'SK Raina', 'AT Rayudu', 'SM Curran', 'RA Jadeja', 'MS Dhoni', 'DJ Bravo', 'SN Thakur', 'DL Chahar']",AK Chaudhary,AY Dandekar
1254064,Mumbai,15-04-2021,2021,7,Delhi Capitals,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,N,Rajasthan Royals,Wickets,3,NA,JD Unadkat,"['PP Shaw', 'S Dhawan', 'AM Rahane', 'RR Pant', 'MP Stoinis', 'Lalit Yadav', 'TK Curran', 'CR Woakes', 'R Ashwin', 'K Rabada', 'Avesh Khan']","['JC Buttler', 'M Vohra', 'SV Samson', 'S Dube', 'DA Miller', 'R Parag', 'R Tewatia', 'CH Morris', 'JD Unadkat', 'C Sakariya', 'Mustafizur Rahman']",S Ravi,VK Sharma
1254063,Chennai,14-04-2021,2021,6,Royal Challengers Bangalore,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,field,N,Royal Challengers Bangalore,Runs,6,NA,GJ Maxwell,"['V Kohli', 'D Padikkal', 'Shahbaz Ahmed', 'GJ Maxwell', 'AB de Villiers', 'Washington Sundar', 'DT Christian', 'KA Jamieson', 'HV Patel', 'Mohammed Siraj', 'YS Chahal']","['WP Saha', 'DA Warner', 'MK Pandey', 'JM Bairstow', 'Abdul Samad', 'V Shankar', 'JO Holder', 'Rashid Khan', 'B Kumar', 'S Nadeem', 'T Natarajan']",Nitin Menon,UV Gandhe
1254062,Chennai,13-04-2021,2021,5,Mumbai Indians,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,field,N,Mumbai Indians,Runs,10,NA,RD Chahar,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'M Jansen', 'RD Chahar', 'JJ Bumrah', 'TA Boult']","['N Rana', 'Shubman Gill', 'RA Tripathi', 'EJG Morgan', 'Shakib Al Hasan', 'KD Karthik', 'AD Russell', 'PJ Cummins', 'Harbhajan Singh', 'CV Varun', 'M Prasidh Krishna']",C Shamshuddin,CB Gaffaney
1254061,Mumbai,12-04-2021,2021,4,Punjab Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,N,Punjab Kings,Runs,4,NA,SV Samson,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'DJ Hooda', 'N Pooran', 'M Shahrukh Khan', 'JA Richardson', 'M Ashwin', 'Mohammed Shami', 'RP Meredith', 'Arshdeep Singh']","['BA Stokes', 'M Vohra', 'SV Samson', 'JC Buttler', 'S Dube', 'R Parag', 'R Tewatia', 'CH Morris', 'S Gopal', 'C Sakariya', 'Mustafizur Rahman']",AK Chaudhary,S Ravi
1254060,Chennai,11-04-2021,2021,3,Kolkata Knight Riders,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,field,N,Kolkata Knight Riders,Runs,10,NA,N Rana,"['N Rana', 'Shubman Gill', 'RA Tripathi', 'AD Russell', 'EJG Morgan', 'KD Karthik', 'Shakib Al Hasan', 'PJ Cummins', 'Harbhajan Singh', 'CV Varun', 'M Prasidh Krishna']","['WP Saha', 'DA Warner', 'MK Pandey', 'JM Bairstow', 'Mohammad Nabi', 'V Shankar', 'Abdul Samad', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'T Natarajan']",KN Ananthapadmanabhan,Nitin Menon
1254059,Mumbai,10-04-2021,2021,2,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,N,Delhi Capitals,Wickets,7,NA,S Dhawan,"['RD Gaikwad', 'F du Plessis', 'MM Ali', 'SK Raina', 'AT Rayudu', 'RA Jadeja', 'MS Dhoni', 'SM Curran', 'DJ Bravo', 'SN Thakur', 'DL Chahar']","['PP Shaw', 'S Dhawan', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AM Rahane', 'CR Woakes', 'TK Curran', 'R Ashwin', 'A Mishra', 'Avesh Khan']",AK Chaudhary,VK Sharma
1254058,Chennai,09-04-2021,2021,1,Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,2,NA,HV Patel,"['RG Sharma', 'CA Lynn', 'SA Yadav', 'Ishan Kishan', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'M Jansen', 'RD Chahar', 'JJ Bumrah', 'TA Boult']","['Washington Sundar', 'V Kohli', 'RM Patidar', 'GJ Maxwell', 'AB de Villiers', 'Shahbaz Ahmed', 'DT Christian', 'KA Jamieson', 'HV Patel', 'Mohammed Siraj', 'YS Chahal']",KN Ananthapadmanabhan,Nitin Menon
1237181,NA,10-11-2020,2020/21,Final,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,Delhi Capitals,bat,N,Mumbai Indians,Wickets,5,NA,TA Boult,"['MP Stoinis', 'S Dhawan', 'AM Rahane', 'SS Iyer', 'RR Pant', 'SO Hetmyer', 'AR Patel', 'K Rabada', 'P Dubey', 'R Ashwin', 'A Nortje']","['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'J Yadav', 'NM Coulter-Nile', 'TA Boult', 'JJ Bumrah']",CB Gaffaney,Nitin Menon
1237180,Abu Dhabi,08-11-2020,2020/21,Qualifier 2,Delhi Capitals,Sunrisers Hyderabad,Sheikh Zayed Stadium,Delhi Capitals,bat,N,Delhi Capitals,Runs,17,NA,MP Stoinis,"['MP Stoinis', 'S Dhawan', 'SS Iyer', 'SO Hetmyer', 'RR Pant', 'AM Rahane', 'P Dubey', 'AR Patel', 'R Ashwin', 'K Rabada', 'A Nortje']","['PK Garg', 'DA Warner', 'MK Pandey', 'KS Williamson', 'JO Holder', 'Abdul Samad', 'Rashid Khan', 'SP Goswami', 'S Nadeem', 'Sandeep Sharma', 'T Natarajan']",PR Reiffel,S Ravi
1237178,Abu Dhabi,06-11-2020,2020/21,Eliminator,Royal Challengers Bangalore,Sunrisers Hyderabad,Sheikh Zayed Stadium,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,6,NA,KS Williamson,"['V Kohli', 'D Padikkal', 'AJ Finch', 'AB de Villiers', 'MM Ali', 'S Dube', 'Washington Sundar', 'Navdeep Saini', 'Mohammed Siraj', 'YS Chahal', 'A Zampa']","['DA Warner', 'SP Goswami', 'MK Pandey', 'KS Williamson', 'PK Garg', 'JO Holder', 'Abdul Samad', 'Rashid Khan', 'S Nadeem', 'Sandeep Sharma', 'T Natarajan']",PR Reiffel,S Ravi
1237177,NA,05-11-2020,2020/21,Qualifier 1,Mumbai Indians,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field,N,Mumbai Indians,Runs,57,NA,JJ Bumrah,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'KA Pollard', 'KH Pandya', 'HH Pandya', 'NM Coulter-Nile', 'TA Boult', 'RD Chahar', 'JJ Bumrah']","['PP Shaw', 'S Dhawan', 'AM Rahane', 'SS Iyer', 'MP Stoinis', 'RR Pant', 'AR Patel', 'DR Sams', 'K Rabada', 'A Nortje', 'R Ashwin']",CB Gaffaney,Nitin Menon
1216495,NA,03-11-2020,2020/21,56,Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,10,NA,S Nadeem,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'SS Tiwary', 'KA Pollard', 'NM Coulter-Nile', 'JL Pattinson', 'DS Kulkarni', 'RD Chahar']","['DA Warner', 'WP Saha', 'MK Pandey', 'KS Williamson', 'PK Garg', 'JO Holder', 'Abdul Samad', 'Rashid Khan', 'S Nadeem', 'Sandeep Sharma', 'T Natarajan']",C Shamshuddin,RK Illingworth
1216505,Abu Dhabi,02-11-2020,2020/21,55,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,Delhi Capitals,field,N,Delhi Capitals,Wickets,6,NA,A Nortje,"['JR Philippe', 'D Padikkal', 'V Kohli', 'AB de Villiers', 'CH Morris', 'S Dube', 'Washington Sundar', 'I Udana', 'Shahbaz Ahmed', 'Mohammed Siraj', 'YS Chahal']","['PP Shaw', 'S Dhawan', 'AM Rahane', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'AR Patel', 'DR Sams', 'R Ashwin', 'K Rabada', 'A Nortje']",CB Gaffaney,S Ravi
1216530,NA,01-11-2020,2020/21,54,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,field,N,Kolkata Knight Riders,Runs,60,NA,PJ Cummins,"['Shubman Gill', 'N Rana', 'RA Tripathi', 'SP Narine', 'EJG Morgan', 'KD Karthik', 'AD Russell', 'PJ Cummins', 'KL Nagarkoti', 'Shivam Mavi', 'CV Varun']","['RV Uthappa', 'BA Stokes', 'SPD Smith', 'SV Samson', 'JC Buttler', 'R Parag', 'R Tewatia', 'S Gopal', 'JC Archer', 'Kartik Tyagi', 'VR Aaron']",Nitin Menon,PR Reiffel
1216506,Abu Dhabi,01-11-2020,2020/21,53,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,9,NA,RD Gaikwad,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'Mandeep Singh', 'DJ Hooda', 'JDS Neesham', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami']","['RD Gaikwad', 'F du Plessis', 'AT Rayudu', 'MS Dhoni', 'N Jagadeesan', 'SM Curran', 'RA Jadeja', 'DL Chahar', 'SN Thakur', 'L Ngidi', 'Imran Tahir']",PG Pathak,VK Sharma
1216535,NA,31-10-2020,2020/21,51,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,9,NA,Ishan Kishan,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'HV Patel', 'R Ashwin', 'P Dubey', 'K Rabada', 'A Nortje']","['Ishan Kishan', 'Q de Kock', 'SA Yadav', 'SS Tiwary', 'KH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'J Yadav', 'RD Chahar', 'TA Boult', 'JJ Bumrah']",YC Barde,PR Reiffel
1216502,NA,31-10-2020,2020/21,52,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,5,NA,Sandeep Sharma,"['JR Philippe', 'D Padikkal', 'V Kohli', 'AB de Villiers', 'Washington Sundar', 'Gurkeerat Singh', 'CH Morris', 'I Udana', 'Mohammed Siraj', 'Navdeep Saini', 'YS Chahal']","['DA Warner', 'WP Saha', 'MK Pandey', 'KS Williamson', 'Abhishek Sharma', 'JO Holder', 'Abdul Samad', 'Rashid Khan', 'S Nadeem', 'Sandeep Sharma', 'T Natarajan']",KN Ananthapadmanabhan,K Srinivasan
1216537,Abu Dhabi,30-10-2020,2020/21,50,Kings XI Punjab,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,7,NA,BA Stokes,"['KL Rahul', 'Mandeep Singh', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']","['RV Uthappa', 'BA Stokes', 'SV Samson', 'SPD Smith', 'JC Buttler', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'Kartik Tyagi', 'VR Aaron']",CB Gaffaney,S Ravi
1216536,NA,29-10-2020,2020/21,49,Kolkata Knight Riders,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,6,NA,RD Gaikwad,"['Shubman Gill', 'N Rana', 'SP Narine', 'RK Singh', 'EJG Morgan', 'KD Karthik', 'RA Tripathi', 'KL Nagarkoti', 'PJ Cummins', 'LH Ferguson', 'CV Varun']","['SR Watson', 'RD Gaikwad', 'AT Rayudu', 'MS Dhoni', 'SM Curran', 'RA Jadeja', 'N Jagadeesan', 'MJ Santner', 'DL Chahar', 'KV Sharma', 'L Ngidi']",C Shamshuddin,RK Illingworth
1216499,Abu Dhabi,28-10-2020,2020/21,48,Royal Challengers Bangalore,Mumbai Indians,Sheikh Zayed Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,5,NA,SA Yadav,"['JR Philippe', 'D Padikkal', 'V Kohli', 'AB de Villiers', 'S Dube', 'CH Morris', 'Gurkeerat Singh', 'Washington Sundar', 'YS Chahal', 'Mohammed Siraj', 'DW Steyn']","['Q de Kock', 'Ishan Kishan', 'SA Yadav', 'SS Tiwary', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']",UV Gandhe,CB Gaffaney
1216524,NA,27-10-2020,2020/21,47,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field,N,Sunrisers Hyderabad,Runs,88,NA,WP Saha,"['DA Warner', 'WP Saha', 'MK Pandey', 'KS Williamson', 'V Shankar', 'Abdul Samad', 'JO Holder', 'Rashid Khan', 'Sandeep Sharma', 'T Natarajan', 'S Nadeem']","['AM Rahane', 'S Dhawan', 'MP Stoinis', 'SO Hetmyer', 'RR Pant', 'SS Iyer', 'AR Patel', 'K Rabada', 'R Ashwin', 'TU Deshpande', 'A Nortje']",AK Chaudhary,Nitin Menon
1216520,NA,26-10-2020,2020/21,46,Kolkata Knight Riders,Kings XI Punjab,Sharjah Cricket Stadium,Kings XI Punjab,field,N,Kings XI Punjab,Wickets,8,NA,CH Gayle,"['Shubman Gill', 'N Rana', 'RA Tripathi', 'KD Karthik', 'EJG Morgan', 'SP Narine', 'KL Nagarkoti', 'PJ Cummins', 'LH Ferguson', 'CV Varun', 'M Prasidh Krishna']","['KL Rahul', 'Mandeep Singh', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']",KN Ananthapadmanabhan,RK Illingworth
1216541,Abu Dhabi,25-10-2020,2020/21,45,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Mumbai Indians,bat,N,Rajasthan Royals,Wickets,8,NA,BA Stokes,"['Ishan Kishan', 'Q de Kock', 'SA Yadav', 'SS Tiwary', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['RV Uthappa', 'BA Stokes', 'SPD Smith', 'SV Samson', 'JC Buttler', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'AS Rajpoot', 'Kartik Tyagi']",UV Gandhe,VK Sharma
1216544,NA,25-10-2020,2020/21,44,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat,N,Chennai Super Kings,Wickets,8,NA,RD Gaikwad,"['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'MM Ali', 'CH Morris', 'Gurkeerat Singh', 'Washington Sundar', 'Navdeep Saini', 'YS Chahal', 'Mohammed Siraj']","['RD Gaikwad', 'F du Plessis', 'AT Rayudu', 'MS Dhoni', 'N Jagadeesan', 'RA Jadeja', 'SM Curran', 'MJ Santner', 'DL Chahar', 'Imran Tahir', 'Monu Kumar']",C Shamshuddin,RK Illingworth
1216498,NA,24-10-2020,2020/21,43,Kings XI Punjab,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field,N,Kings XI Punjab,Runs,12,NA,CJ Jordan,"['KL Rahul', 'Mandeep Singh', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']","['DA Warner', 'JM Bairstow', 'MK Pandey', 'Abdul Samad', 'V Shankar', 'JO Holder', 'PK Garg', 'Rashid Khan', 'Sandeep Sharma', 'T Natarajan', 'KK Ahmed']",AY Dandekar,PR Reiffel
